codigo_municipio,municipio,mes_referencia,internacoes
350220,ANGATUBA,2025-03-01,135
350250,APARECIDA,2025-03-01,322
350260,APARECIDA D'OESTE,2025-03-01,9
350270,APIAI,2025-03-01,240
350280,ARACATUBA,2025-03-01,1194
350310,ARANDU,2025-03-01,8
350320,ARARAQUARA,2025-03-01,1683
350330,ARARAS,2025-03-01,549
350340,AREALVA,2025-03-01,18
350390,ARUJA,2025-03-01,139
350400,ASSIS,2025-03-01,892
350410,ATIBAIA,2025-03-01,389
350420,AURIFLAMA,2025-03-01,243
350450,AVARE,2025-03-01,619
350520,BARIRI,2025-03-01,169
350530,BARRA BONITA,2025-03-01,159
350550,BARRETOS,2025-03-01,2735
350570,BARUERI,2025-03-01,3267
350580,BASTOS,2025-03-01,121
350590,BATATAIS,2025-03-01,397
350600,BAURU,2025-03-01,3394
350610,BEBEDOURO,2025-03-01,777
350630,BERNARDINO DE CAMPOS,2025-03-01,88
350635,BERTIOGA,2025-03-01,277
350640,BILAC,2025-03-01,22
350650,BIRIGUI,2025-03-01,419
350670,BOA ESPERANCA DO SUL,2025-03-01,3
350680,BOCAINA,2025-03-01,12
350700,BOITUVA,2025-03-01,206
350710,BOM JESUS DOS PERDOES,2025-03-01,11
350740,BORBOREMA,2025-03-01,74
350750,BOTUCATU,2025-03-01,2371
350760,BRAGANCA PAULISTA,2025-03-01,1590
350790,BROTAS,2025-03-01,64
350810,BURITAMA,2025-03-01,99
350840,CABREUVA,2025-03-01,74
350850,CACAPAVA,2025-03-01,199
350870,CACONDE,2025-03-01,143
350880,CAFELANDIA,2025-03-01,95
350900,CAIEIRAS,2025-03-01,416
350920,CAJAMAR,2025-03-01,330
350930,CAJOBI,2025-03-01,59
350940,CAJURU,2025-03-01,297
350950,CAMPINAS,2025-03-01,6941
350960,CAMPO LIMPO PAULISTA,2025-03-01,406
350970,CAMPOS DO JORDAO,2025-03-01,264
351000,CANDIDO MOTA,2025-03-01,213
351020,CAPAO BONITO,2025-03-01,235
351040,CAPIVARI,2025-03-01,266
351050,CARAGUATATUBA,2025-03-01,1951
351060,CARAPICUIBA,2025-03-01,1636
351070,CARDOSO,2025-03-01,49
351080,CASA BRANCA,2025-03-01,199
351100,CASTILHO,2025-03-01,109
351110,CATANDUVA,2025-03-01,1785
351140,CERQUEIRA CESAR,2025-03-01,158
351150,CERQUILHO,2025-03-01,62
351160,CESARIO LANGE,2025-03-01,27
351170,CHARQUEADA,2025-03-01,24
351190,CLEMENTINA,2025-03-01,22
351200,COLINA,2025-03-01,92
351210,COLOMBIA,2025-03-01,2
351220,CONCHAL,2025-03-01,179
351230,CONCHAS,2025-03-01,54
351280,COSMOPOLIS,2025-03-01,146
351300,COTIA,2025-03-01,1158
351310,CRAVINHOS,2025-03-01,26
351340,CRUZEIRO,2025-03-01,488
351350,CUBATAO,2025-03-01,529
351360,CUNHA,2025-03-01,105
351370,DESCALVADO,2025-03-01,192
351380,DIADEMA,2025-03-01,1894
351390,DIVINOLANDIA,2025-03-01,397
351410,DOIS CORREGOS,2025-03-01,96
351440,DRACENA,2025-03-01,269
351450,DUARTINA,2025-03-01,152
351500,EMBU DAS ARTES,2025-03-01,262
351510,EMBU-GUACU,2025-03-01,102
351518,ESPIRITO SANTO DO PINHAL,2025-03-01,317
351520,ESTRELA D'OESTE,2025-03-01,65
351540,FARTURA,2025-03-01,86
351550,FERNANDOPOLIS,2025-03-01,491
351570,FERRAZ DE VASCONCELOS,2025-03-01,367
351600,FLORIDA PAULISTA,2025-03-01,82
351620,FRANCA,2025-03-01,1996
351630,FRANCISCO MORATO,2025-03-01,1159
351640,FRANCO DA ROCHA,2025-03-01,680
351660,GALIA,2025-03-01,14
351670,GARCA,2025-03-01,292
351690,GENERAL SALGADO,2025-03-01,52
351700,GETULINA,2025-03-01,25
351740,GUAIRA,2025-03-01,300
351760,GUAPIARA,2025-03-01,7
351770,GUARA,2025-03-01,85
351780,GUARACAI,2025-03-01,42
351820,GUARARAPES,2025-03-01,124
351830,GUARAREMA,2025-03-01,110
351840,GUARATINGUETA,2025-03-01,532
351860,GUARIBA,2025-03-01,153
351870,GUARUJA,2025-03-01,1091
351880,GUARULHOS,2025-03-01,4700
351900,HERCULANDIA,2025-03-01,76
351907,HORTOLANDIA,2025-03-01,428
351910,IACANGA,2025-03-01,53
351930,IBATE,2025-03-01,94
351940,IBIRA,2025-03-01,55
351960,IBITINGA,2025-03-01,370
351970,IBIUNA,2025-03-01,406
351990,IEPE,2025-03-01,71
352010,IGARAPAVA,2025-03-01,101
352040,ILHABELA,2025-03-01,272
352044,ILHA SOLTEIRA,2025-03-01,221
352050,INDAIATUBA,2025-03-01,1913
352070,INDIAPORA,2025-03-01,27
352090,IPAUSSU,2025-03-01,76
352130,IPUA,2025-03-01,78
352170,ITABERA,2025-03-01,103
352180,ITAI,2025-03-01,70
352190,ITAJOBI,2025-03-01,87
352210,ITANHAEM,2025-03-01,986
352220,ITAPECERICA DA SERRA,2025-03-01,1461
352230,ITAPETININGA,2025-03-01,896
352240,ITAPEVA,2025-03-01,824
352250,ITAPEVI,2025-03-01,1378
352260,ITAPIRA,2025-03-01,605
352270,ITAPOLIS,2025-03-01,269
352280,ITAPORANGA,2025-03-01,93
352290,ITAPUI,2025-03-01,19
352310,ITAQUAQUECETUBA,2025-03-01,1366
352320,ITARARE,2025-03-01,282
352340,ITATIBA,2025-03-01,498
352350,ITATINGA,2025-03-01,39
352360,ITIRAPINA,2025-03-01,11
352390,ITU,2025-03-01,802
352400,ITUPEVA,2025-03-01,216
352410,ITUVERAVA,2025-03-01,282
352420,JABORANDI,2025-03-01,2
352430,JABOTICABAL,2025-03-01,204
352440,JACAREI,2025-03-01,1165
352450,JACI,2025-03-01,56
352470,JAGUARIUNA,2025-03-01,302
352480,JALES,2025-03-01,731
352520,JARINU,2025-03-01,59
352530,JAU,2025-03-01,2218
352550,JOANOPOLIS,2025-03-01,12
352570,JOSE BONIFACIO,2025-03-01,191
352590,JUNDIAI,2025-03-01,3868
352600,JUNQUEIROPOLIS,2025-03-01,112
352640,LARANJAL PAULISTA,2025-03-01,153
352670,LEME,2025-03-01,434
352680,LENCOIS PAULISTA,2025-03-01,220
352690,LIMEIRA,2025-03-01,1312
352710,LINS,2025-03-01,562
352720,LORENA,2025-03-01,440
352730,LOUVEIRA,2025-03-01,224
352740,LUCELIA,2025-03-01,67
352800,MACATUBA,2025-03-01,72
352810,MACAUBAL,2025-03-01,10
352850,MAIRIPORA,2025-03-01,269
352880,MARACAI,2025-03-01,66
352900,MARILIA,2025-03-01,2597
352920,MARTINOPOLIS,2025-03-01,261
352930,MATAO,2025-03-01,533
352940,MAUA,2025-03-01,1240
352970,MIGUELOPOLIS,2025-03-01,96
353010,MIRANDOPOLIS,2025-03-01,302
353030,MIRASSOL,2025-03-01,243
353050,MOCOCA,2025-03-01,455
353060,MOGI DAS CRUZES,2025-03-01,2753
353070,MOGI GUACU,2025-03-01,935
353080,MOGI MIRIM,2025-03-01,481
353110,MONGAGUA,2025-03-01,91
353130,MONTE ALTO,2025-03-01,228
353140,MONTE APRAZIVEL,2025-03-01,209
353150,MONTE AZUL PAULISTA,2025-03-01,119
353180,MONTE MOR,2025-03-01,103
353190,MORRO AGUDO,2025-03-01,155
353200,MORUNGABA,2025-03-01,15
353240,NAZARE PAULISTA,2025-03-01,44
353250,NEVES PAULISTA,2025-03-01,5
353260,NHANDEARA,2025-03-01,206
353290,NOVA EUROPA,2025-03-01,25
353300,NOVA GRANADA,2025-03-01,221
353340,NOVA ODESSA,2025-03-01,145
353350,NOVO HORIZONTE,2025-03-01,221
353390,OLIMPIA,2025-03-01,355
353430,ORLANDIA,2025-03-01,211
353440,OSASCO,2025-03-01,2509
353460,OSVALDO CRUZ,2025-03-01,231
353470,OURINHOS,2025-03-01,1008
353475,OUROESTE,2025-03-01,62
353520,PALMEIRA D'OESTE,2025-03-01,63
353530,PALMITAL,2025-03-01,156
353550,PARAGUACU PAULISTA,2025-03-01,420
353580,PARANAPANEMA,2025-03-01,63
353600,PARAPUA,2025-03-01,0
353620,PARIQUERA-ACU,2025-03-01,994
353630,PATROCINIO PAULISTA,2025-03-01,79
353650,PAULINIA,2025-03-01,591
353660,PAULO DE FARIA,2025-03-01,8
353670,PEDERNEIRAS,2025-03-01,194
353700,PEDREGULHO,2025-03-01,93
353710,PEDREIRA,2025-03-01,88
353730,PENAPOLIS,2025-03-01,502
353740,PEREIRA BARRETO,2025-03-01,55
353780,PIEDADE,2025-03-01,242
353790,PILAR DO SUL,2025-03-01,72
353800,PINDAMONHANGABA,2025-03-01,689
353860,PIRACAIA,2025-03-01,44
353870,PIRACICABA,2025-03-01,3048
353880,PIRAJU,2025-03-01,142
353890,PIRAJUI,2025-03-01,155
353900,PIRANGI,2025-03-01,105
353930,PIRASSUNUNGA,2025-03-01,231
353940,PIRATININGA,2025-03-01,29
353950,PITANGUEIRAS,2025-03-01,145
354000,POMPEIA,2025-03-01,88
354020,PONTAL,2025-03-01,91
354040,POPULINA,2025-03-01,13
354060,PORTO FELIZ,2025-03-01,316
354070,PORTO FERREIRA,2025-03-01,122
354080,POTIRENDABA,2025-03-01,94
354100,PRAIA GRANDE,2025-03-01,847
354120,PRESIDENTE BERNARDES,2025-03-01,108
354130,PRESIDENTE EPITACIO,2025-03-01,256
354140,PRESIDENTE PRUDENTE,2025-03-01,3696
354150,PRESIDENTE VENCESLAU,2025-03-01,234
354160,PROMISSAO,2025-03-01,527
354190,QUELUZ,2025-03-01,14
354220,RANCHARIA,2025-03-01,391
354240,REGENTE FEIJO,2025-03-01,148
354260,REGISTRO,2025-03-01,793
354290,RIBEIRAO BONITO,2025-03-01,16
354300,RIBEIRAO BRANCO,2025-03-01,43
354330,RIBEIRAO PIRES,2025-03-01,144
354340,RIBEIRAO PRETO,2025-03-01,7656
354380,RINOPOLIS,2025-03-01,19
354390,RIO CLARO,2025-03-01,820
354400,RIO DAS PEDRAS,2025-03-01,83
354420,RIOLANDIA,2025-03-01,20
354425,ROSANA,2025-03-01,274
354490,SALES OLIVEIRA,2025-03-01,25
354500,SALESOPOLIS,2025-03-01,45
354520,SALTO,2025-03-01,403
354530,SALTO DE PIRAPORA,2025-03-01,292
354540,SALTO GRANDE,2025-03-01,63
354560,SANTA ADELIA,2025-03-01,92
354580,SANTA BARBARA D'OESTE,2025-03-01,762
354630,SANTA CRUZ DAS PALMEIRAS,2025-03-01,108
354640,SANTA CRUZ DO RIO PARDO,2025-03-01,366
354660,SANTA FE DO SUL,2025-03-01,355
354680,SANTA ISABEL,2025-03-01,182
354730,SANTANA DE PARNAIBA,2025-03-01,317
354750,SANTA RITA DO PASSA QUATRO,2025-03-01,167
354760,SANTA ROSA DE VITERBO,2025-03-01,78
354770,SANTO ANASTACIO,2025-03-01,197
354780,SANTO ANDRE,2025-03-01,3848
354790,SANTO ANTONIO DA ALEGRIA,2025-03-01,13
354850,SANTOS,2025-03-01,2959
354860,SAO BENTO DO SAPUCAI,2025-03-01,31
354870,SAO BERNARDO DO CAMPO,2025-03-01,3524
354880,SAO CAETANO DO SUL,2025-03-01,1251
354890,SAO CARLOS,2025-03-01,1724
354910,SAO JOAO DA BOA VISTA,2025-03-01,542
354940,SAO JOAQUIM DA BARRA,2025-03-01,295
354970,SAO JOSE DO RIO PARDO,2025-03-01,377
354980,SAO JOSE DO RIO PRETO,2025-03-01,7708
354990,SAO JOSE DOS CAMPOS,2025-03-01,5048
355000,SAO LUIS DO PARAITINGA,2025-03-01,9
355010,SAO MANUEL,2025-03-01,193
355020,SAO MIGUEL ARCANJO,2025-03-01,104
355030,SAO PAULO,2025-03-01,61044
355040,SAO PEDRO,2025-03-01,308
355060,SAO ROQUE,2025-03-01,446
355070,SAO SEBASTIAO,2025-03-01,456
355080,SAO SEBASTIAO DA GRAMA,2025-03-01,60
355090,SAO SIMAO,2025-03-01,32
355100,SAO VICENTE,2025-03-01,932
355150,SERRANA,2025-03-01,376
355160,SERRA NEGRA,2025-03-01,140
355170,SERTAOZINHO,2025-03-01,529
355200,SILVEIRAS,2025-03-01,2
355210,SOCORRO,2025-03-01,205
355220,SOROCABA,2025-03-01,5127
355230,SUD MENNUCCI,2025-03-01,32
355240,SUMARE,2025-03-01,1094
355250,SUZANO,2025-03-01,840
355260,TABAPUA,2025-03-01,64
355270,TABATINGA,2025-03-01,76
355280,TABOAO DA SERRA,2025-03-01,1674
355300,TAGUAI,2025-03-01,49
355330,TAMBAU,2025-03-01,80
355340,TANABI,2025-03-01,109
355360,TAPIRATIBA,2025-03-01,22
355370,TAQUARITINGA,2025-03-01,411
355380,TAQUARITUBA,2025-03-01,175
355400,TATUI,2025-03-01,425
355410,TAUBATE,2025-03-01,2162
355430,TEODORO SAMPAIO,2025-03-01,125
355440,TERRA ROXA,2025-03-01,0
355450,TIETE,2025-03-01,202
355470,TORRINHA,2025-03-01,3
355500,TUPA,2025-03-01,639
355510,TUPI PAULISTA,2025-03-01,105
355540,UBATUBA,2025-03-01,488
355580,URANIA,2025-03-01,29
355600,URUPES,2025-03-01,31
355620,VALINHOS,2025-03-01,366
355630,VALPARAISO,2025-03-01,73
355640,VARGEM GRANDE DO SUL,2025-03-01,163
355650,VARZEA PAULISTA,2025-03-01,84
355670,VINHEDO,2025-03-01,534
355680,VIRADOURO,2025-03-01,24
355700,VOTORANTIM,2025-03-01,343
355710,VOTUPORANGA,2025-03-01,1033
355720,CHAVANTES,2025-03-01,123
350010,ADAMANTINA,2025-04-01,457
350030,AGUAI,2025-04-01,55
350050,AGUAS DE LINDOIA,2025-04-01,103
350070,AGUDOS,2025-04-01,123
350100,ALTINOPOLIS,2025-04-01,190
350110,ALTO ALEGRE,2025-04-01,15
350130,ALVARES MACHADO,2025-04-01,85
350160,AMERICANA,2025-04-01,829
350170,AMERICO BRASILIENSE,2025-04-01,625
350190,AMPARO,2025-04-01,395
350210,ANDRADINA,2025-04-01,267
350220,ANGATUBA,2025-04-01,186
350250,APARECIDA,2025-04-01,373
350260,APARECIDA D'OESTE,2025-04-01,2
350270,APIAI,2025-04-01,246
350280,ARACATUBA,2025-04-01,1241
350310,ARANDU,2025-04-01,10
350320,ARARAQUARA,2025-04-01,1722
350330,ARARAS,2025-04-01,702
350340,AREALVA,2025-04-01,29
350390,ARUJA,2025-04-01,0
350400,ASSIS,2025-04-01,868
350410,ATIBAIA,2025-04-01,439
350420,AURIFLAMA,2025-04-01,236
350450,AVARE,2025-04-01,612
350520,BARIRI,2025-04-01,176
350530,BARRA BONITA,2025-04-01,179
350550,BARRETOS,2025-04-01,2658
350570,BARUERI,2025-04-01,3407
350580,BASTOS,2025-04-01,128
350590,BATATAIS,2025-04-01,374
350600,BAURU,2025-04-01,3505
350610,BEBEDOURO,2025-04-01,805
350630,BERNARDINO DE CAMPOS,2025-04-01,57
350635,BERTIOGA,2025-04-01,272
350640,BILAC,2025-04-01,17
350650,BIRIGUI,2025-04-01,390
350670,BOA ESPERANCA DO SUL,2025-04-01,2
350680,BOCAINA,2025-04-01,12
350700,BOITUVA,2025-04-01,180
350710,BOM JESUS DOS PERDOES,2025-04-01,14
350740,BORBOREMA,2025-04-01,83
350750,BOTUCATU,2025-04-01,2164
350760,BRAGANCA PAULISTA,2025-04-01,1507
350790,BROTAS,2025-04-01,78
350810,BURITAMA,2025-04-01,105
350840,CABREUVA,2025-04-01,57
350850,CACAPAVA,2025-04-01,131
350870,CACONDE,2025-04-01,154
350880,CAFELANDIA,2025-04-01,103
350900,CAIEIRAS,2025-04-01,396
350920,CAJAMAR,2025-04-01,283
350930,CAJOBI,2025-04-01,35
350940,CAJURU,2025-04-01,297
350950,CAMPINAS,2025-04-01,7103
350960,CAMPO LIMPO PAULISTA,2025-04-01,363
350970,CAMPOS DO JORDAO,2025-04-01,230
351000,CANDIDO MOTA,2025-04-01,190
351020,CAPAO BONITO,2025-04-01,233
351040,CAPIVARI,2025-04-01,254
351050,CARAGUATATUBA,2025-04-01,1916
351060,CARAPICUIBA,2025-04-01,1585
351070,CARDOSO,2025-04-01,39
351080,CASA BRANCA,2025-04-01,211
351100,CASTILHO,2025-04-01,99
351110,CATANDUVA,2025-04-01,1554
351140,CERQUEIRA CESAR,2025-04-01,163
351150,CERQUILHO,2025-04-01,33
351160,CESARIO LANGE,2025-04-01,27
351170,CHARQUEADA,2025-04-01,17
351190,CLEMENTINA,2025-04-01,21
351200,COLINA,2025-04-01,98
351210,COLOMBIA,2025-04-01,3
351220,CONCHAL,2025-04-01,198
351230,CONCHAS,2025-04-01,32
351280,COSMOPOLIS,2025-04-01,159
351300,COTIA,2025-04-01,1110
351310,CRAVINHOS,2025-04-01,38
351340,CRUZEIRO,2025-04-01,512
351350,CUBATAO,2025-04-01,507
351360,CUNHA,2025-04-01,118
351370,DESCALVADO,2025-04-01,145
351380,DIADEMA,2025-04-01,1795
351390,DIVINOLANDIA,2025-04-01,435
351410,DOIS CORREGOS,2025-04-01,89
351440,DRACENA,2025-04-01,290
351450,DUARTINA,2025-04-01,137
351500,EMBU DAS ARTES,2025-04-01,318
351510,EMBU-GUACU,2025-04-01,86
351518,ESPIRITO SANTO DO PINHAL,2025-04-01,380
351520,ESTRELA D'OESTE,2025-04-01,81
351540,FARTURA,2025-04-01,81
351550,FERNANDOPOLIS,2025-04-01,471
351570,FERRAZ DE VASCONCELOS,2025-04-01,665
351600,FLORIDA PAULISTA,2025-04-01,71
351620,FRANCA,2025-04-01,2069
351630,FRANCISCO MORATO,2025-04-01,1078
351640,FRANCO DA ROCHA,2025-04-01,743
351660,GALIA,2025-04-01,12
351670,GARCA,2025-04-01,254
351690,GENERAL SALGADO,2025-04-01,40
351700,GETULINA,2025-04-01,27
351740,GUAIRA,2025-04-01,327
351760,GUAPIARA,2025-04-01,20
351770,GUARA,2025-04-01,78
351780,GUARACAI,2025-04-01,43
351820,GUARARAPES,2025-04-01,134
351830,GUARAREMA,2025-04-01,86
351840,GUARATINGUETA,2025-04-01,517
351860,GUARIBA,2025-04-01,139
351870,GUARUJA,2025-04-01,1123
351880,GUARULHOS,2025-04-01,5169
351900,HERCULANDIA,2025-04-01,78
351907,HORTOLANDIA,2025-04-01,442
351910,IACANGA,2025-04-01,78
351930,IBATE,2025-04-01,71
351940,IBIRA,2025-04-01,24
351960,IBITINGA,2025-04-01,398
351970,IBIUNA,2025-04-01,405
351990,IEPE,2025-04-01,62
352010,IGARAPAVA,2025-04-01,106
352040,ILHABELA,2025-04-01,325
352044,ILHA SOLTEIRA,2025-04-01,209
352050,INDAIATUBA,2025-04-01,1940
352070,INDIAPORA,2025-04-01,32
352090,IPAUSSU,2025-04-01,49
352130,IPUA,2025-04-01,77
352170,ITABERA,2025-04-01,73
352180,ITAI,2025-04-01,62
352190,ITAJOBI,2025-04-01,62
352210,ITANHAEM,2025-04-01,1061
352220,ITAPECERICA DA SERRA,2025-04-01,1468
352230,ITAPETININGA,2025-04-01,910
352240,ITAPEVA,2025-04-01,692
352250,ITAPEVI,2025-04-01,1445
352260,ITAPIRA,2025-04-01,625
352270,ITAPOLIS,2025-04-01,295
352280,ITAPORANGA,2025-04-01,92
352290,ITAPUI,2025-04-01,8
352310,ITAQUAQUECETUBA,2025-04-01,1197
352320,ITARARE,2025-04-01,294
352340,ITATIBA,2025-04-01,458
352350,ITATINGA,2025-04-01,35
352360,ITIRAPINA,2025-04-01,13
352390,ITU,2025-04-01,864
352400,ITUPEVA,2025-04-01,179
352410,ITUVERAVA,2025-04-01,337
352420,JABORANDI,2025-04-01,4
352430,JABOTICABAL,2025-04-01,189
352440,JACAREI,2025-04-01,1156
352450,JACI,2025-04-01,80
352470,JAGUARIUNA,2025-04-01,350
352480,JALES,2025-04-01,724
352520,JARINU,2025-04-01,80
352530,JAU,2025-04-01,2287
352550,JOANOPOLIS,2025-04-01,18
352570,JOSE BONIFACIO,2025-04-01,149
352590,JUNDIAI,2025-04-01,3531
352600,JUNQUEIROPOLIS,2025-04-01,98
352640,LARANJAL PAULISTA,2025-04-01,141
352670,LEME,2025-04-01,516
352680,LENCOIS PAULISTA,2025-04-01,241
352690,LIMEIRA,2025-04-01,1363
352710,LINS,2025-04-01,625
352720,LORENA,2025-04-01,421
352730,LOUVEIRA,2025-04-01,257
352740,LUCELIA,2025-04-01,73
352800,MACATUBA,2025-04-01,85
352810,MACAUBAL,2025-04-01,11
352850,MAIRIPORA,2025-04-01,289
352880,MARACAI,2025-04-01,85
352900,MARILIA,2025-04-01,2569
352920,MARTINOPOLIS,2025-04-01,226
352930,MATAO,2025-04-01,496
352940,MAUA,2025-04-01,1080
352970,MIGUELOPOLIS,2025-04-01,66
353010,MIRANDOPOLIS,2025-04-01,311
353030,MIRASSOL,2025-04-01,218
353050,MOCOCA,2025-04-01,467
353060,MOGI DAS CRUZES,2025-04-01,3191
353070,MOGI GUACU,2025-04-01,839
353080,MOGI MIRIM,2025-04-01,451
353110,MONGAGUA,2025-04-01,83
353130,MONTE ALTO,2025-04-01,240
353140,MONTE APRAZIVEL,2025-04-01,232
353150,MONTE AZUL PAULISTA,2025-04-01,145
353180,MONTE MOR,2025-04-01,109
353190,MORRO AGUDO,2025-04-01,179
353200,MORUNGABA,2025-04-01,14
353240,NAZARE PAULISTA,2025-04-01,36
353250,NEVES PAULISTA,2025-04-01,3
353260,NHANDEARA,2025-04-01,189
353290,NOVA EUROPA,2025-04-01,30
353300,NOVA GRANADA,2025-04-01,209
353340,NOVA ODESSA,2025-04-01,125
353350,NOVO HORIZONTE,2025-04-01,209
353390,OLIMPIA,2025-04-01,363
353430,ORLANDIA,2025-04-01,192
353440,OSASCO,2025-04-01,2447
353460,OSVALDO CRUZ,2025-04-01,258
353470,OURINHOS,2025-04-01,1049
353475,OUROESTE,2025-04-01,68
353520,PALMEIRA D'OESTE,2025-04-01,41
353530,PALMITAL,2025-04-01,213
353550,PARAGUACU PAULISTA,2025-04-01,511
353580,PARANAPANEMA,2025-04-01,70
353600,PARAPUA,2025-04-01,0
353620,PARIQUERA-ACU,2025-04-01,793
353630,PATROCINIO PAULISTA,2025-04-01,101
353650,PAULINIA,2025-04-01,717
353660,PAULO DE FARIA,2025-04-01,10
353670,PEDERNEIRAS,2025-04-01,209
353700,PEDREGULHO,2025-04-01,123
353710,PEDREIRA,2025-04-01,98
353730,PENAPOLIS,2025-04-01,517
353740,PEREIRA BARRETO,2025-04-01,75
353780,PIEDADE,2025-04-01,222
353790,PILAR DO SUL,2025-04-01,100
353800,PINDAMONHANGABA,2025-04-01,522
353860,PIRACAIA,2025-04-01,33
353870,PIRACICABA,2025-04-01,2872
353880,PIRAJU,2025-04-01,173
353890,PIRAJUI,2025-04-01,162
353900,PIRANGI,2025-04-01,121
353930,PIRASSUNUNGA,2025-04-01,242
353940,PIRATININGA,2025-04-01,34
353950,PITANGUEIRAS,2025-04-01,140
354000,POMPEIA,2025-04-01,66
354020,PONTAL,2025-04-01,160
354040,POPULINA,2025-04-01,13
354060,PORTO FELIZ,2025-04-01,193
354070,PORTO FERREIRA,2025-04-01,221
354080,POTIRENDABA,2025-04-01,78
354100,PRAIA GRANDE,2025-04-01,885
354120,PRESIDENTE BERNARDES,2025-04-01,121
354130,PRESIDENTE EPITACIO,2025-04-01,247
354140,PRESIDENTE PRUDENTE,2025-04-01,3438
354150,PRESIDENTE VENCESLAU,2025-04-01,201
354160,PROMISSAO,2025-04-01,467
354190,QUELUZ,2025-04-01,22
354220,RANCHARIA,2025-04-01,379
354240,REGENTE FEIJO,2025-04-01,118
354260,REGISTRO,2025-04-01,892
354290,RIBEIRAO BONITO,2025-04-01,15
354300,RIBEIRAO BRANCO,2025-04-01,50
354330,RIBEIRAO PIRES,2025-04-01,146
354340,RIBEIRAO PRETO,2025-04-01,7138
354380,RINOPOLIS,2025-04-01,22
354390,RIO CLARO,2025-04-01,856
354400,RIO DAS PEDRAS,2025-04-01,75
354420,RIOLANDIA,2025-04-01,18
354425,ROSANA,2025-04-01,282
354490,SALES OLIVEIRA,2025-04-01,23
354500,SALESOPOLIS,2025-04-01,45
354520,SALTO,2025-04-01,433
354530,SALTO DE PIRAPORA,2025-04-01,300
354540,SALTO GRANDE,2025-04-01,65
354560,SANTA ADELIA,2025-04-01,77
354580,SANTA BARBARA D'OESTE,2025-04-01,736
354630,SANTA CRUZ DAS PALMEIRAS,2025-04-01,119
354640,SANTA CRUZ DO RIO PARDO,2025-04-01,404
354660,SANTA FE DO SUL,2025-04-01,292
354680,SANTA ISABEL,2025-04-01,180
354730,SANTANA DE PARNAIBA,2025-04-01,261
354750,SANTA RITA DO PASSA QUATRO,2025-04-01,139
354760,SANTA ROSA DE VITERBO,2025-04-01,80
354770,SANTO ANASTACIO,2025-04-01,162
354780,SANTO ANDRE,2025-04-01,3742
354790,SANTO ANTONIO DA ALEGRIA,2025-04-01,15
354850,SANTOS,2025-04-01,2839
354860,SAO BENTO DO SAPUCAI,2025-04-01,54
354870,SAO BERNARDO DO CAMPO,2025-04-01,3459
354880,SAO CAETANO DO SUL,2025-04-01,980
354890,SAO CARLOS,2025-04-01,1646
354910,SAO JOAO DA BOA VISTA,2025-04-01,519
354940,SAO JOAQUIM DA BARRA,2025-04-01,258
354970,SAO JOSE DO RIO PARDO,2025-04-01,357
354980,SAO JOSE DO RIO PRETO,2025-04-01,7445
354990,SAO JOSE DOS CAMPOS,2025-04-01,4779
355000,SAO LUIS DO PARAITINGA,2025-04-01,13
355010,SAO MANUEL,2025-04-01,149
355020,SAO MIGUEL ARCANJO,2025-04-01,40
355030,SAO PAULO,2025-04-01,62390
355040,SAO PEDRO,2025-04-01,318
355060,SAO ROQUE,2025-04-01,463
355070,SAO SEBASTIAO,2025-04-01,538
355080,SAO SEBASTIAO DA GRAMA,2025-04-01,67
355090,SAO SIMAO,2025-04-01,37
355100,SAO VICENTE,2025-04-01,780
355150,SERRANA,2025-04-01,308
355160,SERRA NEGRA,2025-04-01,165
355170,SERTAOZINHO,2025-04-01,539
355200,SILVEIRAS,2025-04-01,3
355210,SOCORRO,2025-04-01,188
355220,SOROCABA,2025-04-01,4805
355230,SUD MENNUCCI,2025-04-01,23
355240,SUMARE,2025-04-01,1064
355250,SUZANO,2025-04-01,799
355260,TABAPUA,2025-04-01,70
355270,TABATINGA,2025-04-01,80
355280,TABOAO DA SERRA,2025-04-01,1756
355300,TAGUAI,2025-04-01,55
355330,TAMBAU,2025-04-01,92
355340,TANABI,2025-04-01,108
355360,TAPIRATIBA,2025-04-01,31
355370,TAQUARITINGA,2025-04-01,354
355380,TAQUARITUBA,2025-04-01,196
355400,TATUI,2025-04-01,398
355410,TAUBATE,2025-04-01,2202
355430,TEODORO SAMPAIO,2025-04-01,100
355440,TERRA ROXA,2025-04-01,8
355450,TIETE,2025-04-01,179
355470,TORRINHA,2025-04-01,14
355500,TUPA,2025-04-01,675
355510,TUPI PAULISTA,2025-04-01,95
355540,UBATUBA,2025-04-01,449
355580,URANIA,2025-04-01,12
355600,URUPES,2025-04-01,29
355620,VALINHOS,2025-04-01,454
355630,VALPARAISO,2025-04-01,73
355640,VARGEM GRANDE DO SUL,2025-04-01,189
355650,VARZEA PAULISTA,2025-04-01,70
355670,VINHEDO,2025-04-01,555
355680,VIRADOURO,2025-04-01,25
355700,VOTORANTIM,2025-04-01,332
355710,VOTUPORANGA,2025-04-01,1027
355720,CHAVANTES,2025-04-01,81
350010,ADAMANTINA,2025-05-01,519
350030,AGUAI,2025-05-01,68
350050,AGUAS DE LINDOIA,2025-05-01,113
350070,AGUDOS,2025-05-01,109
350100,ALTINOPOLIS,2025-05-01,209
350110,ALTO ALEGRE,2025-05-01,12
350130,ALVARES MACHADO,2025-05-01,65
350160,AMERICANA,2025-05-01,925
