codigo_municipio,municipio,mes_referencia,internacoes
350170,AMERICO BRASILIENSE,2025-05-01,610
350190,AMPARO,2025-05-01,403
350210,ANDRADINA,2025-05-01,330
350220,ANGATUBA,2025-05-01,181
350250,APARECIDA,2025-05-01,258
350260,APARECIDA D'OESTE,2025-05-01,6
350270,APIAI,2025-05-01,362
350280,ARACATUBA,2025-05-01,1285
350310,ARANDU,2025-05-01,8
350320,ARARAQUARA,2025-05-01,1698
350330,ARARAS,2025-05-01,698
350340,AREALVA,2025-05-01,22
350390,ARUJA,2025-05-01,0
350400,ASSIS,2025-05-01,1013
350410,ATIBAIA,2025-05-01,411
350420,AURIFLAMA,2025-05-01,222
350450,AVARE,2025-05-01,607
350520,BARIRI,2025-05-01,173
350530,BARRA BONITA,2025-05-01,210
350550,BARRETOS,2025-05-01,2686
350570,BARUERI,2025-05-01,3866
350580,BASTOS,2025-05-01,136
350590,BATATAIS,2025-05-01,431
350600,BAURU,2025-05-01,3585
350610,BEBEDOURO,2025-05-01,862
350630,BERNARDINO DE CAMPOS,2025-05-01,66
350635,BERTIOGA,2025-05-01,301
350640,BILAC,2025-05-01,14
350650,BIRIGUI,2025-05-01,424
350670,BOA ESPERANCA DO SUL,2025-05-01,5
350680,BOCAINA,2025-05-01,14
350700,BOITUVA,2025-05-01,229
350710,BOM JESUS DOS PERDOES,2025-05-01,14
350740,BORBOREMA,2025-05-01,66
350750,BOTUCATU,2025-05-01,2773
350760,BRAGANCA PAULISTA,2025-05-01,1616
350790,BROTAS,2025-05-01,84
350810,BURITAMA,2025-05-01,116
350840,CABREUVA,2025-05-01,0
350850,CACAPAVA,2025-05-01,59
350870,CACONDE,2025-05-01,205
350880,CAFELANDIA,2025-05-01,94
350900,CAIEIRAS,2025-05-01,409
350920,CAJAMAR,2025-05-01,348
350930,CAJOBI,2025-05-01,63
350940,CAJURU,2025-05-01,323
350950,CAMPINAS,2025-05-01,8053
350960,CAMPO LIMPO PAULISTA,2025-05-01,369
350970,CAMPOS DO JORDAO,2025-05-01,224
351000,CANDIDO MOTA,2025-05-01,197
351020,CAPAO BONITO,2025-05-01,247
351040,CAPIVARI,2025-05-01,190
351050,CARAGUATATUBA,2025-05-01,2031
351060,CARAPICUIBA,2025-05-01,1585
351070,CARDOSO,2025-05-01,56
351080,CASA BRANCA,2025-05-01,201
351100,CASTILHO,2025-05-01,110
351110,CATANDUVA,2025-05-01,1568
351140,CERQUEIRA CESAR,2025-05-01,143
351150,CERQUILHO,2025-05-01,47
351160,CESARIO LANGE,2025-05-01,54
351170,CHARQUEADA,2025-05-01,27
351190,CLEMENTINA,2025-05-01,39
351200,COLINA,2025-05-01,102
351210,COLOMBIA,2025-05-01,2
351220,CONCHAL,2025-05-01,202
351230,CONCHAS,2025-05-01,24
351280,COSMOPOLIS,2025-05-01,148
351300,COTIA,2025-05-01,1212
351310,CRAVINHOS,2025-05-01,38
351340,CRUZEIRO,2025-05-01,524
351350,CUBATAO,2025-05-01,578
351360,CUNHA,2025-05-01,125
351370,DESCALVADO,2025-05-01,159
351380,DIADEMA,2025-05-01,1900
351390,DIVINOLANDIA,2025-05-01,443
351410,DOIS CORREGOS,2025-05-01,112
351440,DRACENA,2025-05-01,339
351450,DUARTINA,2025-05-01,162
351500,EMBU DAS ARTES,2025-05-01,178
351510,EMBU-GUACU,2025-05-01,122
351518,ESPIRITO SANTO DO PINHAL,2025-05-01,380
351520,ESTRELA D'OESTE,2025-05-01,83
351540,FARTURA,2025-05-01,69
351550,FERNANDOPOLIS,2025-05-01,572
351570,FERRAZ DE VASCONCELOS,2025-05-01,562
351600,FLORIDA PAULISTA,2025-05-01,61
351620,FRANCA,2025-05-01,2117
351630,FRANCISCO MORATO,2025-05-01,1204
351640,FRANCO DA ROCHA,2025-05-01,705
351660,GALIA,2025-05-01,8
351670,GARCA,2025-05-01,267
351690,GENERAL SALGADO,2025-05-01,50
351700,GETULINA,2025-05-01,33
351740,GUAIRA,2025-05-01,284
351760,GUAPIARA,2025-05-01,16
351770,GUARA,2025-05-01,78
351780,GUARACAI,2025-05-01,65
351820,GUARARAPES,2025-05-01,164
351830,GUARAREMA,2025-05-01,127
351840,GUARATINGUETA,2025-05-01,523
351860,GUARIBA,2025-05-01,143
351870,GUARUJA,2025-05-01,1207
351880,GUARULHOS,2025-05-01,5200
351900,HERCULANDIA,2025-05-01,91
351907,HORTOLANDIA,2025-05-01,473
351910,IACANGA,2025-05-01,97
351930,IBATE,2025-05-01,110
351940,IBIRA,2025-05-01,30
351960,IBITINGA,2025-05-01,486
351970,IBIUNA,2025-05-01,400
351990,IEPE,2025-05-01,88
352010,IGARAPAVA,2025-05-01,118
352040,ILHABELA,2025-05-01,348
352044,ILHA SOLTEIRA,2025-05-01,234
352050,INDAIATUBA,2025-05-01,2268
352070,INDIAPORA,2025-05-01,37
352090,IPAUSSU,2025-05-01,63
352130,IPUA,2025-05-01,75
352170,ITABERA,2025-05-01,153
352180,ITAI,2025-05-01,75
352190,ITAJOBI,2025-05-01,66
352210,ITANHAEM,2025-05-01,973
352220,ITAPECERICA DA SERRA,2025-05-01,1449
352230,ITAPETININGA,2025-05-01,938
352240,ITAPEVA,2025-05-01,880
352250,ITAPEVI,2025-05-01,1565
352260,ITAPIRA,2025-05-01,614
352270,ITAPOLIS,2025-05-01,316
352280,ITAPORANGA,2025-05-01,106
352290,ITAPUI,2025-05-01,0
352310,ITAQUAQUECETUBA,2025-05-01,1323
352320,ITARARE,2025-05-01,319
352340,ITATIBA,2025-05-01,540
352350,ITATINGA,2025-05-01,24
352360,ITIRAPINA,2025-05-01,17
352390,ITU,2025-05-01,833
352400,ITUPEVA,2025-05-01,205
352410,ITUVERAVA,2025-05-01,354
352420,JABORANDI,2025-05-01,7
352430,JABOTICABAL,2025-05-01,195
352440,JACAREI,2025-05-01,1200
352450,JACI,2025-05-01,52
352470,JAGUARIUNA,2025-05-01,360
352480,JALES,2025-05-01,735
352520,JARINU,2025-05-01,66
352530,JAU,2025-05-01,2451
352550,JOANOPOLIS,2025-05-01,27
352570,JOSE BONIFACIO,2025-05-01,225
352590,JUNDIAI,2025-05-01,3939
352600,JUNQUEIROPOLIS,2025-05-01,116
352640,LARANJAL PAULISTA,2025-05-01,0
352670,LEME,2025-05-01,523
352680,LENCOIS PAULISTA,2025-05-01,237
352690,LIMEIRA,2025-05-01,1471
352710,LINS,2025-05-01,567
352720,LORENA,2025-05-01,455
352730,LOUVEIRA,2025-05-01,241
352740,LUCELIA,2025-05-01,60
352800,MACATUBA,2025-05-01,77
352810,MACAUBAL,2025-05-01,10
352850,MAIRIPORA,2025-05-01,264
352880,MARACAI,2025-05-01,74
352900,MARILIA,2025-05-01,2691
352920,MARTINOPOLIS,2025-05-01,220
352930,MATAO,2025-05-01,553
352940,MAUA,2025-05-01,1245
352970,MIGUELOPOLIS,2025-05-01,82
353010,MIRANDOPOLIS,2025-05-01,341
353030,MIRASSOL,2025-05-01,183
353050,MOCOCA,2025-05-01,482
353060,MOGI DAS CRUZES,2025-05-01,3303
353070,MOGI GUACU,2025-05-01,891
353080,MOGI MIRIM,2025-05-01,469
353110,MONGAGUA,2025-05-01,107
353130,MONTE ALTO,2025-05-01,254
353140,MONTE APRAZIVEL,2025-05-01,217
353150,MONTE AZUL PAULISTA,2025-05-01,185
353180,MONTE MOR,2025-05-01,117
353190,MORRO AGUDO,2025-05-01,183
353200,MORUNGABA,2025-05-01,18
353240,NAZARE PAULISTA,2025-05-01,52
353250,NEVES PAULISTA,2025-05-01,3
353260,NHANDEARA,2025-05-01,237
353290,NOVA EUROPA,2025-05-01,38
353300,NOVA GRANADA,2025-05-01,200
353340,NOVA ODESSA,2025-05-01,133
353350,NOVO HORIZONTE,2025-05-01,246
353390,OLIMPIA,2025-05-01,369
353430,ORLANDIA,2025-05-01,212
353440,OSASCO,2025-05-01,2542
353460,OSVALDO CRUZ,2025-05-01,263
353470,OURINHOS,2025-05-01,992
353475,OUROESTE,2025-05-01,72
353520,PALMEIRA D'OESTE,2025-05-01,53
353530,PALMITAL,2025-05-01,194
353550,PARAGUACU PAULISTA,2025-05-01,597
353580,PARANAPANEMA,2025-05-01,83
353600,PARAPUA,2025-05-01,0
353620,PARIQUERA-ACU,2025-05-01,886
353630,PATROCINIO PAULISTA,2025-05-01,91
353650,PAULINIA,2025-05-01,499
353660,PAULO DE FARIA,2025-05-01,16
353670,PEDERNEIRAS,2025-05-01,196
353700,PEDREGULHO,2025-05-01,123
353710,PEDREIRA,2025-05-01,90
353730,PENAPOLIS,2025-05-01,500
353740,PEREIRA BARRETO,2025-05-01,79
353780,PIEDADE,2025-05-01,249
353790,PILAR DO SUL,2025-05-01,60
353800,PINDAMONHANGABA,2025-05-01,530
353860,PIRACAIA,2025-05-01,55
353870,PIRACICABA,2025-05-01,3023
353880,PIRAJU,2025-05-01,214
353890,PIRAJUI,2025-05-01,183
353900,PIRANGI,2025-05-01,121
353930,PIRASSUNUNGA,2025-05-01,268
353940,PIRATININGA,2025-05-01,45
353950,PITANGUEIRAS,2025-05-01,153
354000,POMPEIA,2025-05-01,71
354020,PONTAL,2025-05-01,131
354040,POPULINA,2025-05-01,18
354060,PORTO FELIZ,2025-05-01,175
354070,PORTO FERREIRA,2025-05-01,304
354080,POTIRENDABA,2025-05-01,103
354100,PRAIA GRANDE,2025-05-01,874
354120,PRESIDENTE BERNARDES,2025-05-01,127
354130,PRESIDENTE EPITACIO,2025-05-01,265
354140,PRESIDENTE PRUDENTE,2025-05-01,3888
354150,PRESIDENTE VENCESLAU,2025-05-01,258
354160,PROMISSAO,2025-05-01,328
354190,QUELUZ,2025-05-01,22
354220,RANCHARIA,2025-05-01,342
354240,REGENTE FEIJO,2025-05-01,158
354260,REGISTRO,2025-05-01,986
354290,RIBEIRAO BONITO,2025-05-01,39
354300,RIBEIRAO BRANCO,2025-05-01,21
354330,RIBEIRAO PIRES,2025-05-01,156
354340,RIBEIRAO PRETO,2025-05-01,7352
354380,RINOPOLIS,2025-05-01,28
354390,RIO CLARO,2025-05-01,902
354400,RIO DAS PEDRAS,2025-05-01,77
354420,RIOLANDIA,2025-05-01,22
354425,ROSANA,2025-05-01,312
354490,SALES OLIVEIRA,2025-05-01,26
354500,SALESOPOLIS,2025-05-01,4
354520,SALTO,2025-05-01,448
354530,SALTO DE PIRAPORA,2025-05-01,251
354540,SALTO GRANDE,2025-05-01,58
354560,SANTA ADELIA,2025-05-01,110
354580,SANTA BARBARA D'OESTE,2025-05-01,661
354630,SANTA CRUZ DAS PALMEIRAS,2025-05-01,127
354640,SANTA CRUZ DO RIO PARDO,2025-05-01,394
354660,SANTA FE DO SUL,2025-05-01,339
354680,SANTA ISABEL,2025-05-01,188
354730,SANTANA DE PARNAIBA,2025-05-01,286
354750,SANTA RITA DO PASSA QUATRO,2025-05-01,173
354760,SANTA ROSA DE VITERBO,2025-05-01,68
354770,SANTO ANASTACIO,2025-05-01,198
354780,SANTO ANDRE,2025-05-01,3740
354790,SANTO ANTONIO DA ALEGRIA,2025-05-01,15
354850,SANTOS,2025-05-01,3051
354860,SAO BENTO DO SAPUCAI,2025-05-01,30
354870,SAO BERNARDO DO CAMPO,2025-05-01,4051
354880,SAO CAETANO DO SUL,2025-05-01,1126
354890,SAO CARLOS,2025-05-01,1747
354910,SAO JOAO DA BOA VISTA,2025-05-01,634
354940,SAO JOAQUIM DA BARRA,2025-05-01,310
354970,SAO JOSE DO RIO PARDO,2025-05-01,397
354980,SAO JOSE DO RIO PRETO,2025-05-01,7984
354990,SAO JOSE DOS CAMPOS,2025-05-01,4860
355000,SAO LUIS DO PARAITINGA,2025-05-01,12
355010,SAO MANUEL,2025-05-01,177
355020,SAO MIGUEL ARCANJO,2025-05-01,90
355030,SAO PAULO,2025-05-01,65739
355040,SAO PEDRO,2025-05-01,336
355060,SAO ROQUE,2025-05-01,275
355070,SAO SEBASTIAO,2025-05-01,465
355080,SAO SEBASTIAO DA GRAMA,2025-05-01,47
355090,SAO SIMAO,2025-05-01,41
355100,SAO VICENTE,2025-05-01,897
355150,SERRANA,2025-05-01,370
355160,SERRA NEGRA,2025-05-01,170
355170,SERTAOZINHO,2025-05-01,562
355200,SILVEIRAS,2025-05-01,4
355210,SOCORRO,2025-05-01,302
355220,SOROCABA,2025-05-01,5818
355230,SUD MENNUCCI,2025-05-01,16
355240,SUMARE,2025-05-01,1125
355250,SUZANO,2025-05-01,863
355260,TABAPUA,2025-05-01,69
355270,TABATINGA,2025-05-01,99
355280,TABOAO DA SERRA,2025-05-01,1812
355300,TAGUAI,2025-05-01,71
355330,TAMBAU,2025-05-01,110
355340,TANABI,2025-05-01,129
355360,TAPIRATIBA,2025-05-01,27
355370,TAQUARITINGA,2025-05-01,430
355380,TAQUARITUBA,2025-05-01,173
355400,TATUI,2025-05-01,417
355410,TAUBATE,2025-05-01,2121
355430,TEODORO SAMPAIO,2025-05-01,94
355440,TERRA ROXA,2025-05-01,0
355450,TIETE,2025-05-01,201
355470,TORRINHA,2025-05-01,8
355500,TUPA,2025-05-01,778
355510,TUPI PAULISTA,2025-05-01,125
355540,UBATUBA,2025-05-01,457
355580,URANIA,2025-05-01,32
355600,URUPES,2025-05-01,83
355620,VALINHOS,2025-05-01,403
355630,VALPARAISO,2025-05-01,92
355640,VARGEM GRANDE DO SUL,2025-05-01,189
355650,VARZEA PAULISTA,2025-05-01,74
355670,VINHEDO,2025-05-01,577
355680,VIRADOURO,2025-05-01,30
355700,VOTORANTIM,2025-05-01,351
355710,VOTUPORANGA,2025-05-01,1062
355720,CHAVANTES,2025-05-01,74
350010,ADAMANTINA,2025-06-01,451
350030,AGUAI,2025-06-01,60
350050,AGUAS DE LINDOIA,2025-06-01,81
350070,AGUDOS,2025-06-01,114
350100,ALTINOPOLIS,2025-06-01,176
350110,ALTO ALEGRE,2025-06-01,10
350130,ALVARES MACHADO,2025-06-01,59
350160,AMERICANA,2025-06-01,800
350170,AMERICO BRASILIENSE,2025-06-01,516
350190,AMPARO,2025-06-01,421
350210,ANDRADINA,2025-06-01,269
350220,ANGATUBA,2025-06-01,201
350250,APARECIDA,2025-06-01,502
350260,APARECIDA D'OESTE,2025-06-01,9
350270,APIAI,2025-06-01,288
350280,ARACATUBA,2025-06-01,1054
350310,ARANDU,2025-06-01,7
350320,ARARAQUARA,2025-06-01,1507
350330,ARARAS,2025-06-01,605
350340,AREALVA,2025-06-01,31
350390,ARUJA,2025-06-01,0
350400,ASSIS,2025-06-01,943
350410,ATIBAIA,2025-06-01,409
350420,AURIFLAMA,2025-06-01,197
350450,AVARE,2025-06-01,681
350520,BARIRI,2025-06-01,158
350530,BARRA BONITA,2025-06-01,210
350550,BARRETOS,2025-06-01,2682
350570,BARUERI,2025-06-01,3165
350580,BASTOS,2025-06-01,116
350590,BATATAIS,2025-06-01,368
350600,BAURU,2025-06-01,3162
350610,BEBEDOURO,2025-06-01,689
350630,BERNARDINO DE CAMPOS,2025-06-01,63
350635,BERTIOGA,2025-06-01,274
350640,BILAC,2025-06-01,16
350650,BIRIGUI,2025-06-01,402
350670,BOA ESPERANCA DO SUL,2025-06-01,3
350680,BOCAINA,2025-06-01,13
350700,BOITUVA,2025-06-01,197
350710,BOM JESUS DOS PERDOES,2025-06-01,24
350740,BORBOREMA,2025-06-01,73
350750,BOTUCATU,2025-06-01,2423
350760,BRAGANCA PAULISTA,2025-06-01,1473
350790,BROTAS,2025-06-01,80
350810,BURITAMA,2025-06-01,101
350840,CABREUVA,2025-06-01,93
350850,CACAPAVA,2025-06-01,293
350870,CACONDE,2025-06-01,109
350880,CAFELANDIA,2025-06-01,89
350900,CAIEIRAS,2025-06-01,358
350920,CAJAMAR,2025-06-01,303
350930,CAJOBI,2025-06-01,63
350940,CAJURU,2025-06-01,301
350950,CAMPINAS,2025-06-01,7098
350960,CAMPO LIMPO PAULISTA,2025-06-01,291
350970,CAMPOS DO JORDAO,2025-06-01,223
351000,CANDIDO MOTA,2025-06-01,204
351020,CAPAO BONITO,2025-06-01,270
351040,CAPIVARI,2025-06-01,185
351050,CARAGUATATUBA,2025-06-01,1918
351060,CARAPICUIBA,2025-06-01,1453
351070,CARDOSO,2025-06-01,44
351080,CASA BRANCA,2025-06-01,200
351100,CASTILHO,2025-06-01,95
351110,CATANDUVA,2025-06-01,1540
351140,CERQUEIRA CESAR,2025-06-01,166
351150,CERQUILHO,2025-06-01,138
351160,CESARIO LANGE,2025-06-01,58
351170,CHARQUEADA,2025-06-01,27
351190,CLEMENTINA,2025-06-01,34
351200,COLINA,2025-06-01,83
351210,COLOMBIA,2025-06-01,0
351220,CONCHAL,2025-06-01,208
351230,CONCHAS,2025-06-01,32
351280,COSMOPOLIS,2025-06-01,153
351300,COTIA,2025-06-01,1187
351310,CRAVINHOS,2025-06-01,31
351340,CRUZEIRO,2025-06-01,530
351350,CUBATAO,2025-06-01,576
351360,CUNHA,2025-06-01,140
351370,DESCALVADO,2025-06-01,127
351380,DIADEMA,2025-06-01,1951
351390,DIVINOLANDIA,2025-06-01,398
351410,DOIS CORREGOS,2025-06-01,110
351440,DRACENA,2025-06-01,290
351450,DUARTINA,2025-06-01,128
351500,EMBU DAS ARTES,2025-06-01,259
351510,EMBU-GUACU,2025-06-01,98
351518,ESPIRITO SANTO DO PINHAL,2025-06-01,347
351520,ESTRELA D'OESTE,2025-06-01,68
351540,FARTURA,2025-06-01,78
351550,FERNANDOPOLIS,2025-06-01,534
351570,FERRAZ DE VASCONCELOS,2025-06-01,564
351600,FLORIDA PAULISTA,2025-06-01,75
351620,FRANCA,2025-06-01,1972
351630,FRANCISCO MORATO,2025-06-01,999
351640,FRANCO DA ROCHA,2025-06-01,726
351660,GALIA,2025-06-01,13
351670,GARCA,2025-06-01,265
351690,GENERAL SALGADO,2025-06-01,39
351700,GETULINA,2025-06-01,40
351740,GUAIRA,2025-06-01,299
351760,GUAPIARA,2025-06-01,27
351770,GUARA,2025-06-01,78
351780,GUARACAI,2025-06-01,36
351820,GUARARAPES,2025-06-01,151
351830,GUARAREMA,2025-06-01,99
351840,GUARATINGUETA,2025-06-01,586
351860,GUARIBA,2025-06-01,134
351870,GUARUJA,2025-06-01,1168
351880,GUARULHOS,2025-06-01,4450
351900,HERCULANDIA,2025-06-01,56
351907,HORTOLANDIA,2025-06-01,438
351910,IACANGA,2025-06-01,78
351930,IBATE,2025-06-01,104
351940,IBIRA,2025-06-01,27
351960,IBITINGA,2025-06-01,478
351970,IBIUNA,2025-06-01,346
351990,IEPE,2025-06-01,63
352010,IGARAPAVA,2025-06-01,134
352040,ILHABELA,2025-06-01,276
352044,ILHA SOLTEIRA,2025-06-01,209
352050,INDAIATUBA,2025-06-01,1825
352070,INDIAPORA,2025-06-01,29
352090,IPAUSSU,2025-06-01,71
352130,IPUA,2025-06-01,87
352170,ITABERA,2025-06-01,119
352180,ITAI,2025-06-01,111
352190,ITAJOBI,2025-06-01,83
352210,ITANHAEM,2025-06-01,840
352220,ITAPECERICA DA SERRA,2025-06-01,1425
352230,ITAPETININGA,2025-06-01,887
352240,ITAPEVA,2025-06-01,878
352250,ITAPEVI,2025-06-01,1356
352260,ITAPIRA,2025-06-01,569
352270,ITAPOLIS,2025-06-01,297
352280,ITAPORANGA,2025-06-01,108
352290,ITAPUI,2025-06-01,0
352310,ITAQUAQUECETUBA,2025-06-01,1156
352320,ITARARE,2025-06-01,302
352340,ITATIBA,2025-06-01,490
352350,ITATINGA,2025-06-01,23
352360,ITIRAPINA,2025-06-01,17
352390,ITU,2025-06-01,762
352400,ITUPEVA,2025-06-01,191
352410,ITUVERAVA,2025-06-01,308
352420,JABORANDI,2025-06-01,3
352430,JABOTICABAL,2025-06-01,166
352440,JACAREI,2025-06-01,1183
352450,JACI,2025-06-01,53
352470,JAGUARIUNA,2025-06-01,404
352480,JALES,2025-06-01,717
352520,JARINU,2025-06-01,43
352530,JAU,2025-06-01,2308
352550,JOANOPOLIS,2025-06-01,17
352570,JOSE BONIFACIO,2025-06-01,180
352590,JUNDIAI,2025-06-01,3584
352600,JUNQUEIROPOLIS,2025-06-01,101
352640,LARANJAL PAULISTA,2025-06-01,123
352670,LEME,2025-06-01,507
352680,LENCOIS PAULISTA,2025-06-01,214
352690,LIMEIRA,2025-06-01,1341
352710,LINS,2025-06-01,612
352720,LORENA,2025-06-01,405
352730,LOUVEIRA,2025-06-01,226
352740,LUCELIA,2025-06-01,52
352800,MACATUBA,2025-06-01,97
352810,MACAUBAL,2025-06-01,13
352850,MAIRIPORA,2025-06-01,260
352880,MARACAI,2025-06-01,84
352900,MARILIA,2025-06-01,2564
352920,MARTINOPOLIS,2025-06-01,216
352930,MATAO,2025-06-01,539
352940,MAUA,2025-06-01,1083
352970,MIGUELOPOLIS,2025-06-01,111
353010,MIRANDOPOLIS,2025-06-01,241
353030,MIRASSOL,2025-06-01,162
353050,MOCOCA,2025-06-01,452
353060,MOGI DAS CRUZES,2025-06-01,3058
353070,MOGI GUACU,2025-06-01,874
353080,MOGI MIRIM,2025-06-01,532
353110,MONGAGUA,2025-06-01,134
353130,MONTE ALTO,2025-06-01,219
353140,MONTE APRAZIVEL,2025-06-01,185
353150,MONTE AZUL PAULISTA,2025-06-01,131
353180,MONTE MOR,2025-06-01,91
353190,MORRO AGUDO,2025-06-01,167
353200,MORUNGABA,2025-06-01,27
353240,NAZARE PAULISTA,2025-06-01,48
353250,NEVES PAULISTA,2025-06-01,7
353260,NHANDEARA,2025-06-01,251
353290,NOVA EUROPA,2025-06-01,34
353300,NOVA GRANADA,2025-06-01,172
353340,NOVA ODESSA,2025-06-01,130
353350,NOVO HORIZONTE,2025-06-01,234
353390,OLIMPIA,2025-06-01,363
353430,ORLANDIA,2025-06-01,208
353440,OSASCO,2025-06-01,2458
353460,OSVALDO CRUZ,2025-06-01,219
353470,OURINHOS,2025-06-01,852
353475,OUROESTE,2025-06-01,53
353520,PALMEIRA D'OESTE,2025-06-01,49
353530,PALMITAL,2025-06-01,170
353550,PARAGUACU PAULISTA,2025-06-01,427
353580,PARANAPANEMA,2025-06-01,49
353600,PARAPUA,2025-06-01,0
353620,PARIQUERA-ACU,2025-06-01,809
353630,PATROCINIO PAULISTA,2025-06-01,68
353650,PAULINIA,2025-06-01,622
353660,PAULO DE FARIA,2025-06-01,13
353670,PEDERNEIRAS,2025-06-01,184
353700,PEDREGULHO,2025-06-01,129
353710,PEDREIRA,2025-06-01,88
353730,PENAPOLIS,2025-06-01,522
353740,PEREIRA BARRETO,2025-06-01,53
353780,PIEDADE,2025-06-01,282
353790,PILAR DO SUL,2025-06-01,116
353800,PINDAMONHANGABA,2025-06-01,368
353860,PIRACAIA,2025-06-01,49
353870,PIRACICABA,2025-06-01,2980
353880,PIRAJU,2025-06-01,158
353890,PIRAJUI,2025-06-01,146
353900,PIRANGI,2025-06-01,88
353930,PIRASSUNUNGA,2025-06-01,219
353940,PIRATININGA,2025-06-01,22
353950,PITANGUEIRAS,2025-06-01,143
354000,POMPEIA,2025-06-01,66
354020,PONTAL,2025-06-01,116
354040,POPULINA,2025-06-01,7
354060,PORTO FELIZ,2025-06-01,703
354070,PORTO FERREIRA,2025-06-01,232
354080,POTIRENDABA,2025-06-01,87
354100,PRAIA GRANDE,2025-06-01,832
354120,PRESIDENTE BERNARDES,2025-06-01,108
354130,PRESIDENTE EPITACIO,2025-06-01,278
354140,PRESIDENTE PRUDENTE,2025-06-01,3582
354150,PRESIDENTE VENCESLAU,2025-06-01,203
354160,PROMISSAO,2025-06-01,287
354190,QUELUZ,2025-06-01,20
354220,RANCHARIA,2025-06-01,370
354240,REGENTE FEIJO,2025-06-01,121
354260,REGISTRO,2025-06-01,831
354290,RIBEIRAO BONITO,2025-06-01,29
354300,RIBEIRAO BRANCO,2025-06-01,4
354330,RIBEIRAO PIRES,2025-06-01,140
354340,RIBEIRAO PRETO,2025-06-01,7083
354380,RINOPOLIS,2025-06-01,35
354390,RIO CLARO,2025-06-01,837
354400,RIO DAS PEDRAS,2025-06-01,82
354420,RIOLANDIA,2025-06-01,13
354425,ROSANA,2025-06-01,294
354490,SALES OLIVEIRA,2025-06-01,27
354500,SALESOPOLIS,2025-06-01,0
354520,SALTO,2025-06-01,403
354530,SALTO DE PIRAPORA,2025-06-01,159
354540,SALTO GRANDE,2025-06-01,43
354560,SANTA ADELIA,2025-06-01,101
354580,SANTA BARBARA D'OESTE,2025-06-01,912
354630,SANTA CRUZ DAS PALMEIRAS,2025-06-01,116
354640,SANTA CRUZ DO RIO PARDO,2025-06-01,354
354660,SANTA FE DO SUL,2025-06-01,335
354680,SANTA ISABEL,2025-06-01,185
354730,SANTANA DE PARNAIBA,2025-06-01,326
354750,SANTA RITA DO PASSA QUATRO,2025-06-01,140
354760,SANTA ROSA DE VITERBO,2025-06-01,74
354770,SANTO ANASTACIO,2025-06-01,179
354780,SANTO ANDRE,2025-06-01,3835
354790,SANTO ANTONIO DA ALEGRIA,2025-06-01,16
354850,SANTOS,2025-06-01,2816
354860,SAO BENTO DO SAPUCAI,2025-06-01,64
354870,SAO BERNARDO DO CAMPO,2025-06-01,3968
354880,SAO CAETANO DO SUL,2025-06-01,1032
354890,SAO CARLOS,2025-06-01,1592
354910,SAO JOAO DA BOA VISTA,2025-06-01,486
354940,SAO JOAQUIM DA BARRA,2025-06-01,352
354970,SAO JOSE DO RIO PARDO,2025-06-01,400
354980,SAO JOSE DO RIO PRETO,2025-06-01,7096
354990,SAO JOSE DOS CAMPOS,2025-06-01,5152
355000,SAO LUIS DO PARAITINGA,2025-06-01,24
355010,SAO MANUEL,2025-06-01,169
355020,SAO MIGUEL ARCANJO,2025-06-01,203
355030,SAO PAULO,2025-06-01,63893
355040,SAO PEDRO,2025-06-01,351
355060,SAO ROQUE,2025-06-01,289
355070,SAO SEBASTIAO,2025-06-01,575
355080,SAO SEBASTIAO DA GRAMA,2025-06-01,38
355090,SAO SIMAO,2025-06-01,37
355100,SAO VICENTE,2025-06-01,883
355150,SERRANA,2025-06-01,319
355160,SERRA NEGRA,2025-06-01,155
355170,SERTAOZINHO,2025-06-01,503
355200,SILVEIRAS,2025-06-01,5
355210,SOCORRO,2025-06-01,277
355220,SOROCABA,2025-06-01,5018
355230,SUD MENNUCCI,2025-06-01,28
355240,SUMARE,2025-06-01,1160
355250,SUZANO,2025-06-01,749
355260,TABAPUA,2025-06-01,59
355270,TABATINGA,2025-06-01,74
355280,TABOAO DA SERRA,2025-06-01,1769
355300,TAGUAI,2025-06-01,68
355330,TAMBAU,2025-06-01,104
355340,TANABI,2025-06-01,86
355360,TAPIRATIBA,2025-06-01,27
355370,TAQUARITINGA,2025-06-01,397
355380,TAQUARITUBA,2025-06-01,177
355400,TATUI,2025-06-01,431
355410,TAUBATE,2025-06-01,1878
355430,TEODORO SAMPAIO,2025-06-01,112
355440,TERRA ROXA,2025-06-01,3
355450,TIETE,2025-06-01,204
355470,TORRINHA,2025-06-01,11
355500,TUPA,2025-06-01,749
355510,TUPI PAULISTA,2025-06-01,102
355540,UBATUBA,2025-06-01,470
355580,URANIA,2025-06-01,21
355600,URUPES,2025-06-01,76
355620,VALINHOS,2025-06-01,367
355630,VALPARAISO,2025-06-01,72
355640,VARGEM GRANDE DO SUL,2025-06-01,194
355650,VARZEA PAULISTA,2025-06-01,58
355670,VINHEDO,2025-06-01,460
355680,VIRADOURO,2025-06-01,30
355700,VOTORANTIM,2025-06-01,338
355710,VOTUPORANGA,2025-06-01,985
355720,CHAVANTES,2025-06-01,103
350010,ADAMANTINA,2025-07-01,477
350030,AGUAI,2025-07-01,36
350050,AGUAS DE LINDOIA,2025-07-01,113
350070,AGUDOS,2025-07-01,100
350100,ALTINOPOLIS,2025-07-01,183
350110,ALTO ALEGRE,2025-07-01,3
